poNumber,date,quantity,amount,location,status
PO140989CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140990CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140991CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140992CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140993CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140994CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140995CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140996CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140997CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140998CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140999CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141000CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141001CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141002CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141003CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141004CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141005CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141006CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141007CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141008CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141009CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141010CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141011CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141012CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141013CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141014CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141015CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141016CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141017CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141018CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141019CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141020CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141021CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141022CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141023CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141024CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141025CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141026CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141027CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141028CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141029CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141030CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141031CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141032CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141033CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141034CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141035CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141036CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141037CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141038CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141039CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141040CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141041CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141042CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141043CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141044CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141045CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141046CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141047CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141048CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141049CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141050CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141051CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141052CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141053CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141054CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141055CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141056CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141057CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141058CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141059CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141060CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141061CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141062CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141063CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141064CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141065CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141066CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141067CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141068CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141069CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141070CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141071CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141072CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141073CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141074CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141075CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141076CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141077CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141078CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141079CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141080CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141081CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141082CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141083CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141084CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141085CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141086CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141087CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141088CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141089CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141090CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141091CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141092CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141093CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141094CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141095CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141096CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141097CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141098CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141099CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141100CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141101CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141102CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141103CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141104CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141105CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141106CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141107CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141108CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141109CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141110CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141111CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141112CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141113CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141114CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141115CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141116CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141117CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141118CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141119CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141120CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141121CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141122CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141123CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141124CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141125CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141126CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141127CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141128CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141129CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141130CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141131CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141132CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141133CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141134CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141135CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141136CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141137CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141138CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141139CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141140CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141141CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141142CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141143CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141144CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141145CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141146CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141147CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141148CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141149CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141150CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141151CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141152CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141153CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141154CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141155CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141156CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141157CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141158CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141159CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141160CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141161CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141162CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141163CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141164CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141165CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141166CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141167CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141168CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141169CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141170CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141171CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141172CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141173CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141174CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141175CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141176CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141177CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141178CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141179CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141180CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141181CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141182CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141183CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141184CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141185CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141186CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141187CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141188CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141189CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141190CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141191CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141192CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141193CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141194CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141195CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141196CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141197CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141198CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141199CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141200CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141201CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141202CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141203CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141204CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141205CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141206CM,11/15/2021,,1000,OG,Pending Supervisor Approval
PO141207CM,11/23/2021,,570,,Pending Supervisor Approval
PO141208CM,11/23/2021,,7389.75,Metro : CM00H022 Paragon,Partially Received
PO141209CM,11/23/2021,,58,,Pending Supervisor Approval
PO141210CM,11/23/2021,,0,,Pending Supervisor Approval
PO141211CM,11/23/2021,,50,,Pending Supervisor Approval
PO141212CM,11/23/2021,,25,,Pending Supervisor Approval
PO141213CM,11/23/2021,,50,,Pending Supervisor Approval
PO141214CM,11/23/2021,,50,,Pending Supervisor Approval
PO141215CM,11/23/2021,,58,,Pending Supervisor Approval
PO141216CM,11/23/2021,,0,,Pending Supervisor Approval
PO141217CM,11/23/2021,,570,CM00A001 Warehouse,Pending Billing/Partially Received
PO141218CM,11/30/2021,,640,,Fully Billed
PO141219CM,11/30/2021,,550,,Fully Billed
PO141220CM,12/07/2021,,440,,Fully Billed
PO141221CM,12/07/2021,,4884.75,Singapore : East Coast,Pending Supervisor Approval
PO141222CM,12/08/2021,,550,,Pending Receipt
PO141223CM,12/08/2021,,800,,Pending Receipt
PO141224CM,12/08/2021,,550,,Pending Receipt
PO141225CM,12/08/2021,,440,,Pending Receipt
PO141226CM,12/28/2021,,2869.9,Metro : CM00H022 Paragon,Pending Receipt
PO141227CM,12/28/2021,,34438.8,Metro : CM00H022 Paragon,Pending Receipt
PO141228CM,12/28/2021,,2184.75,Metro : CM00H022 Paragon,Partially Received
PO141229CM,12/28/2021,,2184.75,Metro : CM00H022 Paragon,Partially Received
PO141230CM,12/28/2021,,3525.69,Metro : CM00H022 Paragon,Pending Receipt
PO141231CM,01/06/2022,,425,Dapur Solo - Panglima,Pending Supervisor Approval
PO141232CM,1/20/2022,,17887.59,,Pending Supervisor Approval
PO141233CM,1/24/2022,,400,,Fully Billed
PO141234CM,1/24/2022,,23695.02,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO141235CM,1/24/2022,,34725.79,Metro : CM00H022 Paragon,Pending Receipt
PO141236CM,2/21/2022,,449.75,,Partially Received
PO141237CM,3/14/2022,,6460,Dapur Solo - Panglima,Pending Supervisor Approval
PO141238CM,3/14/2022,,1500,Dapur Solo - Panglima,Pending Supervisor Approval
PO141239CM,3/31/2022,,449.75,,Pending Supervisor Approval
PO141240CM,3/31/2022,,449.75,,Pending Supervisor Approval
PO141241CM,3/31/2022,,10,,Pending Supervisor Approval
PO141242CM,3/31/2022,,620,Singapore,Pending Supervisor Approval
PO141243CM,3/31/2022,,1.99,,Fully Billed
PO141244CM,3/31/2022,,449.75,,Pending Receipt
PO141245CM,3/31/2022,,6460,Dapur Solo - Panglima,Pending Supervisor Approval
PO141246CM,3/31/2022,,1500,Dapur Solo - Panglima,Pending Supervisor Approval
PO141247CM,3/31/2022,,6460,Dapur Solo - Panglima,Pending Supervisor Approval
PO141248CM,3/31/2022,,1500,Dapur Solo - Panglima,Pending Supervisor Approval
